id,features
1669,"[0.0087890625,0.43566694663480127,0.4340545830003169,0.30434782608695654,0.0,0.08671860540561317]"
1670,"[0.0087890625,0.43527327170343444,0.4343308079127535,0.30434782608695654,0.0,0.08671860540561317]"
1671,"[0.0087890625,0.43541761917690014,0.433936200900027,0.30434782608695654,0.0,0.08671860540561317]"
1672,"[0.0087890625,0.43423659439159895,0.4340808901366547,0.30434782608695654,0.0,0.08671860540561317]"
1673,"[0.0087890625,0.43495833175599447,0.43289706910729525,0.30434782608695654,0.0,0.08671860540561317]"
1674,"[0.0087890625,0.43559477290540116,0.43362051528749374,0.30434782608695654,0.0,0.08671860540561317]"
1675,"[0.0087890625,0.4357653653705761,0.4342584633017898,0.30434782608695654,0.0,0.08671860540561317]"
1676,"[0.0087890625,0.43564726289468575,0.4344294596688752,0.30434782608695654,0.0,0.08671860540561317]"
1677,"[0.0087890625,0.4353979354279853,0.43431107756858534,0.30434782608695654,0.0,0.08671860540561317]"
1678,"[0.0087890625,0.4356538241374801,0.43406115978366633,0.30434782608695654,0.0,0.08671860540561317]"
1679,"[0.0087890625,0.43538481293066417,0.4343176543460547,0.30434782608695654,0.0,0.08671860540561317]"
1680,"[0.0087890625,0.4352470266970597,0.4340480062169675,0.30434782608695654,0.0,0.08671860540561317]"
1681,"[0.0087890625,0.435371690433343,0.43390989375486905,0.30434782608695654,0.0,0.08671860540561317]"
1682,"[0.0087890625,0.43566694663480127,0.4340348526502686,0.30434782608695654,0.0,0.08671860540561317]"
1683,"[0.0087890625,0.43536512918468245,0.4343308079127535,0.30434782608695654,0.0,0.08671860540561317]"
1684,"[0.0400390625,0.4360409378495175,0.4327326494823986,0.3913043478260869,0.0,0.13598074203094007]"
1685,"[0.0400390625,0.4361393565852923,0.4347056846048323,0.3913043478260869,0.0,0.13598074203094007]"
1686,"[0.0400390625,0.4360671828206949,0.43480433636095395,0.3913043478260869,0.0,0.13598074203094007]"
1687,"[0.0400390625,0.4362508978066558,0.4347319917147096,0.3913043478260869,0.0,0.13598074203094007]"
1688,"[0.0400390625,0.4361656015564697,0.4349161416720143,0.3913043478260869,0.0,0.13598074203094007]"
1689,"[0.0400390625,0.4357719266368353,0.4348306434708313,0.3913043478260869,0.0,0.13598074203094007]"
1690,"[0.0673828125,0.4357981716314776,0.4322393907017902,0.5217391304347826,0.0,0.168231050182867]"
1691,"[0.0673828125,0.43646741900658853,0.4344623436032627,0.5217391304347826,0.0,0.168231050182867]"
1692,"[0.0673828125,0.4356800691438548,0.4351331755166657,0.5217391304347826,0.0,0.168231050182867]"
1693,"[0.0673828125,0.4361327953424979,0.4343439614912126,0.5217391304347826,0.0,0.168231050182867]"
1694,"[0.0673828125,0.43644117403541105,0.4347977595834846,0.5217391304347826,0.0,0.168231050182867]"
1695,"[0.0673828125,0.43615904031367536,0.4351068684067883,0.5217391304347826,0.0,0.168231050182867]"
1696,"[0.1220703125,0.4356538241374801,0.4316869408298761,0.6956521739130435,0.0,0.1963898992493086]"
1697,"[0.1220703125,0.4363886839991968,0.4343176543460547,0.6956521739130435,0.0,0.1963898992493086]"
1698,"[0.1220703125,0.4355291604129292,0.435054254092952,0.6956521739130435,0.0,0.1963898992493086]"
1699,"[0.1220703125,0.4364608577637942,0.43419269546241535,0.6956521739130435,0.0,0.1963898992493086]"
1700,"[0.1220703125,0.4363361940568419,0.43512659873919635,0.6956521739130435,0.0,0.1963898992493086]"
1701,"[0.1220703125,0.43615904031367536,0.4350016398731973,0.6956521739130435,0.0,0.1963898992493086]"
1702,"[0.1220703125,0.43653959277118587,0.43482406669336193,0.6956521739130435,0.0,0.1963898992493086]"
1703,"[0.0673828125,0.4363033878428701,0.4328115709061123,0.5217391304347826,0.0,0.17087845698689655]"
1704,"[0.0673828125,0.4369529514426682,0.4349687559858506,0.5217391304347826,0.0,0.17087845698689655]"
1705,"[0.0673828125,0.43659864405019455,0.43561985751980475,0.5217391304347826,0.0,0.17087845698689655]"
1706,"[0.0673828125,0.4372285238277502,0.4352647112542157,0.5217391304347826,0.0,0.17087845698689655]"
1707,"[0.0673828125,0.43693326771428515,0.43589608236168015,0.5217391304347826,0.0,0.17087845698689655]"
1708,"[0.0673828125,0.43680204276453855,0.43560012718739677,0.5217391304347826,0.0,0.17087845698689655]"
1709,"[0.1220703125,0.43579161036521835,0.43286418512586694,0.6956521739130435,0.0,0.15946363638131236]"
1710,"[0.1220703125,0.43644117403541105,0.434455766802273,0.6956521739130435,0.0,0.15946363638131236]"
1711,"[0.1220703125,0.43600813158861595,0.4351068684067883,0.6956521739130435,0.0,0.15946363638131236]"
1712,"[0.1220703125,0.4365920827135408,0.4346728006704448,0.6956521739130435,0.0,0.15946363638131236]"
1713,"[0.1220703125,0.4369529514426682,0.4352581343826647,0.6956521739130435,0.0,0.15946363638131236]"
1714,"[0.1220703125,0.4367364302427355,0.43561985751980475,0.6956521739130435,0.0,0.15946363638131236]"
1715,"[0.1220703125,0.43653959277118587,0.43540282367515337,0.6956521739130435,0.0,0.15946363638131236]"
1716,"[0.0087890625,0.44151301959614103,0.44058532930731725,0.30434782608695654,0.0,0.0]"
1717,"[0.0087890625,0.44111934465304176,0.4401907222828305,0.30434782608695654,0.0,0.0]"
1718,"[0.0087890625,0.4403319947668432,0.4397961152583438,0.30434782608695654,0.0,0.0]"
1719,"[0.0087890625,0.4403319947668432,0.4390069012093703,0.30434782608695654,0.0,0.0]"
1720,"[0.0087890625,0.43993831982374393,0.4390069012093703,0.30434782608695654,0.0,0.0]"
1721,"[0.0087890625,0.4395446448806447,0.43861229418488357,0.30434782608695654,0.0,0.0]"
1722,"[0.0087890625,0.43915096993754543,0.43821768716039683,0.30434782608695654,0.0,0.0]"
1723,"[0.0087890625,0.4379699451082476,0.4378230801359101,0.30434782608695654,0.0,0.0]"
1724,"[0.0087890625,0.4379699451082476,0.43663925906244994,0.30434782608695654,0.0,0.0]"
1725,"[0.0087890625,0.43757627016514833,0.43663925906244994,0.30434782608695654,0.0,0.0]"
1726,"[0.0087890625,0.43757627016514833,0.4362446520379632,0.30434782608695654,0.0,0.0]"
1727,"[0.0087890625,0.4371825952220491,0.4362446520379632,0.30434782608695654,0.0,0.0]"
1728,"[0.0087890625,0.4367889201850904,0.43585004501347646,0.30434782608695654,0.0,0.0]"
1729,"[0.0087890625,0.43639524524199114,0.4354554378949081,0.30434782608695654,0.0,0.0]"
1730,"[0.0087890625,0.4360015703458216,0.43506083087042136,0.30434782608695654,0.0,0.0]"
1731,"[0.0087890625,0.4356078954027223,0.43466622389297543,0.30434782608695654,0.0,0.0]"
1732,"[0.0087890625,0.4356078954027223,0.4342716168684887,0.30434782608695654,0.0,0.0]"
1733,"[0.0087890625,0.43585722286355655,0.4342716168684887,0.30434782608695654,0.0,0.0]"
1734,"[0.0087890625,0.43554884415891093,0.4345215346475276,0.30434782608695654,0.0,0.0]"
1735,"[0.0400390625,0.4356800691438548,0.43298256721439665,0.3913043478260869,0.0,0.11768953018999849]"
1736,"[0.0400390625,0.43589002912445807,0.4343439614912126,0.3913043478260869,0.0,0.11768953018999849]"
1737,"[0.0400390625,0.43541761917690014,0.43455441858191507,0.3913043478260869,0.0,0.11768953018999849]"
1738,"[0.0400390625,0.4354897929180327,0.4340808901366547,0.3913043478260869,0.0,0.11768953018999849]"
1739,"[0.0400390625,0.4359162740956355,0.4341532347593786,0.3913043478260869,0.0,0.11768953018999849]"
1740,"[0.0400390625,0.43552259916426866,0.4345807256917924,0.3913043478260869,0.0,0.11768953018999849]"
1741,"[0.0673828125,0.437635321444157,0.43580400747710946,0.5217391304347826,0.0,0.07773766839905652]"
1742,"[0.0673828125,0.43774030132886677,0.43630384312926884,0.5217391304347826,0.0,0.07773766839905652]"
1743,"[0.0673828125,0.4369529514426682,0.43640907156877823,0.5217391304347826,0.0,0.07773766839905652]"
1744,"[0.0673828125,0.43762219877084946,0.43561985751980475,0.5217391304347826,0.0,0.07773766839905652]"
1745,"[0.0673828125,0.4374975350638972,0.4362906893861669,0.5217391304347826,0.0,0.07773766839905652]"
1746,"[0.0673828125,0.43724820764999267,0.4361657305201679,0.5217391304347826,0.0,0.07773766839905652]"
1747,"[0.0087890625,0.4358637841063509,0.43428477043518754,0.30434782608695654,0.0,0.07645829536011767]"
1748,"[0.0087890625,0.4358637841063509,0.4345281114249969,0.30434782608695654,0.0,0.07645829536011767]"
1749,"[0.0087890625,0.43518141422218637,0.4345281114249969,0.30434782608695654,0.0,0.07645829536011767]"
1750,"[0.0087890625,0.43602125407420467,0.43384412593313487,0.30434782608695654,0.0,0.07645829536011767]"
1751,"[0.0087890625,0.43589002912445807,0.4346859542253834,0.30434782608695654,0.0,0.07645829536011767]"
1752,"[0.0087890625,0.43557508915355325,0.43455441858191507,0.30434782608695654,0.0,0.07645829536011767]"
1753,"[0.0087890625,0.43584410035450294,0.4342387329458614,0.30434782608695654,0.0,0.07645829536011767]"
1754,"[0.0087890625,0.43466307554867,0.4345083810690685,0.30434782608695654,0.0,0.07645829536011767]"
1755,"[0.0087890625,0.4360015703458216,0.43332456001912867,0.30434782608695654,0.0,0.07645829536011767]"
1756,"[0.0087890625,0.4360015703458216,0.43466622389297543,0.30434782608695654,0.0,0.07645829536011767]"
1757,"[0.0087890625,0.4366380115069607,0.43466622389297543,0.30434782608695654,0.0,0.07645829536011767]"
1758,"[0.0087890625,0.43634275529963623,0.4353041719190317,0.30434782608695654,0.0,0.07645829536011767]"
1759,"[0.0087890625,0.4361327953424979,0.43500821665066663,0.30434782608695654,0.0,0.07645829536011767]"
1760,"[0.0087890625,0.4359818866174385,0.4347977595834846,0.30434782608695654,0.0,0.07645829536011767]"
1761,"[0.0087890625,0.43558821165087436,0.4346464935605674,0.30434782608695654,0.0,0.07645829536011767]"
1762,"[0.0087890625,0.43580473287427196,0.43425188651256025,0.30434782608695654,0.0,0.07645829536011767]"
1763,"[0.0087890625,0.43580473287427196,0.43446892038073204,0.30434782608695654,0.0,0.07645829536011767]"
1764,"[0.0087890625,0.4358375391117086,0.43446892038073204,0.30434782608695654,0.0,0.07645829536011767]"
1765,"[0.0087890625,0.4358637841063509,0.4345018042915991,0.30434782608695654,0.0,0.07645829536011767]"
1766,"[0.0400390625,0.4356997528957028,0.4336402456199017,0.3913043478260869,0.0,0.10469314228571881]"
1767,"[0.0400390625,0.43640836782143927,0.434363691847141,0.3913043478260869,0.0,0.10469314228571881]"
1768,"[0.0400390625,0.4356210179000435,0.4350739845194416,0.3913043478260869,0.0,0.10469314228571881]"
1769,"[0.0400390625,0.43624433656386147,0.43428477043518754,0.3913043478260869,0.0,0.10469314228571881]"
1770,"[0.0400390625,0.4360803053532133,0.43490956489454496,0.3913043478260869,0.0,0.10469314228571881]"
1771,"[0.0400390625,0.43582441662611987,0.4347451453166891,0.3913043478260869,0.0,0.10469314228571881]"
